user_id,category,merchant,amount,rating,is_synthetic
synthetic_user_004,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,24.83,3,1
synthetic_user_004,Food & Beverage,UNKNOWN,226500.00,5,1
synthetic_user_004,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,35.88,5,1
synthetic_user_004,Supermarket / Grocery,99 SPEED MART S/B,85.45,2,1
synthetic_user_004,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,5.09,3,1
synthetic_user_004,Food & Beverage,THE ROTI MAN BAKERY,20.40,3,1
synthetic_user_004,Food & Beverage,RESTORAN HASSANBISTRO,15.00,4,1
synthetic_user_004,Food & Beverage,UNKNOWN,87000.00,5,1
synthetic_user_004,Supermarket / Grocery,99 SPEED MART S/B,3.30,2,1
synthetic_user_004,General Retail,KFA SUPPLY,11.60,2,1
synthetic_user_005,Supermarket / Grocery,99 SPEED MART S/B,23.40,3,1
synthetic_user_005,Supermarket / Grocery,YAM FRESH,8.35,3,1
synthetic_user_005,General Retail,MR. D.I.Y. (KUCHAI) SDN BHD,34.40,2,1
synthetic_user_005,Food & Beverage,GLOBAL FOOD EMPIRE SDN BHD,38.35,4,1
synthetic_user_005,Supermarket / Grocery,DE LUXE CIRCLE FRESH MART SDN BHD,25.85,4,1
synthetic_user_005,Supermarket / Grocery,99 SPEED MART S/B,98.90,3,1
synthetic_user_005,Supermarket / Grocery,99 SPEED MART S/B,23.40,3,1
synthetic_user_005,Supermarket / Grocery,UNKNOWN,5580055834.00,3,1
synthetic_user_005,Supermarket / Grocery,99 SPEED MART S/B,42.35,3,1
synthetic_user_005,Food & Beverage,UNKNOWN,43890.00,4,1
synthetic_user_005,Supermarket / Grocery,99 SPEED MART S/B,3.30,3,1
synthetic_user_005,Supermarket / Grocery,99 SPEED MART S/B,27.90,5,1
synthetic_user_005,Supermarket / Grocery,99 SPEED MART S/B,14.20,4,1
synthetic_user_005,Supermarket / Grocery,99 SPEED MART S/B,5.35,5,1
synthetic_user_005,Supermarket / Grocery,YAM FRESH,8.35,4,1
synthetic_user_005,Supermarket / Grocery,ASIA MART,32.70,5,1
synthetic_user_006,General Retail,SYARIKAT PERNIAGAAN GIN KEE,100.17,5,1
synthetic_user_006,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,6.70,3,1
synthetic_user_006,General Retail,UNKNOWN,54500.00,5,1
synthetic_user_006,General Retail,SYARIKAT PERNIAGAAN GIN KEE,5.30,3,1
synthetic_user_006,General Retail,UNKNOWN,74000.00,3,1
synthetic_user_006,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,6.70,5,1
synthetic_user_006,General Retail,HIGH FIVE ENTERPRISE,95.48,5,1
synthetic_user_006,Supermarket / Grocery,99 SPEED MART S/B,20.80,2,1
synthetic_user_006,General Retail,KEDAI PAPAN YEW CHUAN,174.90,3,1
synthetic_user_006,Supermarket / Grocery,99 SPEED MART S/B,3.70,3,1
synthetic_user_006,General Retail,T.A.S LEISURE SDN BHD,102.40,4,1
synthetic_user_006,Food & Beverage,UNKNOWN,284983.00,3,1
synthetic_user_006,General Retail,SANYU STATIONERY SHOP,8.70,5,1
synthetic_user_006,Food & Beverage,UNKNOWN,56650.00,2,1
synthetic_user_006,General Retail,UNKNOWN,147600.00,5,1
synthetic_user_006,Supermarket / Grocery,CHECKERS HYPERMARKET SDN BHD (JALAN KLANG LAMA),20.00,2,1
synthetic_user_007,Supermarket / Grocery,99 SPEED MART S/B,23.60,3,1
synthetic_user_007,Supermarket / Grocery,99 SPEED MART S/B,37.45,3,1
synthetic_user_007,Supermarket / Grocery,99 SPEED MART S/B,2.50,5,1
synthetic_user_007,Food & Beverage,UNKNOWN,185.90,4,1
synthetic_user_007,Supermarket / Grocery,99 SPEED MART S/B,169.80,5,1
synthetic_user_007,Supermarket / Grocery,GH DISTRIBUTOR & MARKETING SDN BHD,85.20,5,1
synthetic_user_007,Supermarket / Grocery,99 SPEED MART S/B,52.10,3,1
synthetic_user_007,Food & Beverage,UNKNOWN,43000.00,3,1
synthetic_user_007,Supermarket / Grocery,99 SPEED MART S/B,37.45,4,1
synthetic_user_007,Supermarket / Grocery,BENS INDEPENDENT GROCER SDN. BHD,77.20,3,1
synthetic_user_007,Supermarket / Grocery,99 SPEED MART S/B,19.90,3,1
synthetic_user_007,Supermarket / Grocery,ELITETRAX MARKETING SDN BHD,60.00,5,1
synthetic_user_007,Supermarket / Grocery,99 SPEED MART S/B,262.20,3,1
synthetic_user_007,Food & Beverage,UNKNOWN,90.80,2,1
synthetic_user_007,Supermarket / Grocery,99 SPEED MART S/B,22.90,5,1
synthetic_user_008,General Retail,LEE WAH FLORIST SDN BHD,374.20,2,1
synthetic_user_008,General Retail,MR. D.I.Y. (M) SDN BHD,37.10,4,1
synthetic_user_008,Food & Beverage,UNKNOWN,140800.00,4,1
synthetic_user_008,Food & Beverage,UNKNOWN,226500.00,5,1
synthetic_user_008,Food & Beverage,UNKNOWN,34500.00,4,1
synthetic_user_008,General Retail,PASARAYA BORONG PINTAR SDN BHD,3.20,2,1
synthetic_user_008,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,26.58,4,1
synthetic_user_008,Food & Beverage,UNKNOWN,1096040.00,3,1
synthetic_user_008,Food & Beverage,UNKNOWN,25000.00,3,1
synthetic_user_008,Food & Beverage,UNKNOWN,836000.00,5,1
synthetic_user_008,Supermarket / Grocery,99 SPEED MART S/B,2.10,4,1
synthetic_user_008,General Retail,UNKNOWN,60999.00,2,1
synthetic_user_008,Food & Beverage,RESTORAN WAN SHENG,6.00,3,1
synthetic_user_008,Food & Beverage,CARREFOUR RESTAURANT,13.80,5,1
synthetic_user_008,Food & Beverage,ZEN AND COFFEE 28 S/B,105.00,3,1
synthetic_user_009,Supermarket / Grocery,99 SPEED MART S/B,169.80,4,1
synthetic_user_009,Supermarket / Grocery,BROADVIEW MARKETING SDN BHD,4.70,5,1
synthetic_user_009,Supermarket / Grocery,99 SPEED MART S/B,20.90,4,1
synthetic_user_009,General Retail,UNKNOWN,62.00,2,1
synthetic_user_009,Supermarket / Grocery,99 SPEED MART S/B,27.30,3,1
synthetic_user_009,Supermarket / Grocery,FAMILYMART,18.80,4,1
synthetic_user_009,General Retail,SANYU STATIONERY SHOP,8.70,2,1
synthetic_user_009,Supermarket / Grocery,99 SPEED MART S/B,11.40,4,1
synthetic_user_009,Food & Beverage,UNKNOWN,1096040.00,2,1
synthetic_user_009,Food & Beverage,UNKNOWN,80501.00,3,1
synthetic_user_010,Supermarket / Grocery,YAM FRESH,29.30,4,1
synthetic_user_010,Supermarket / Grocery,99 SPEED MART S/B,2.50,4,1
synthetic_user_010,Supermarket / Grocery,99 SPEED MART S/B,37.45,4,1
synthetic_user_010,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,6.60,2,1
synthetic_user_010,Supermarket / Grocery,99 SPEED MART S/B,52.10,3,1
synthetic_user_010,Supermarket / Grocery,99 SPEED MART S/B,52.10,3,1
synthetic_user_010,Supermarket / Grocery,99 SPEED MART S/B,2.10,4,1
synthetic_user_010,Food & Beverage,MEI LET RESTAURANT,68.90,4,1
synthetic_user_010,Supermarket / Grocery,99 SPEED MART S/B,82.80,5,1
synthetic_user_011,Supermarket / Grocery,99 SPEED MART S/B,2.10,3,1
synthetic_user_011,Supermarket / Grocery,99 SPEED MART S/B,137.15,5,1
synthetic_user_011,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,12.20,4,1
synthetic_user_011,Supermarket / Grocery,99 SPEED MART S/B,2.10,3,1
synthetic_user_011,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,27.10,3,1
synthetic_user_011,Supermarket / Grocery,99 SPEED MART S/B,37.45,5,1
synthetic_user_011,Supermarket / Grocery,99 SPEED MART S/B,27.30,4,1
synthetic_user_011,Supermarket / Grocery,99 SPEED MART S/B,72.75,5,1
synthetic_user_011,Supermarket / Grocery,YAM FRESH,7.95,5,1
synthetic_user_011,General Retail,MR. D.I.Y. (M) SDN BHD,15.40,2,1
synthetic_user_012,General Retail,POPULAR BOOK CO. (M) SDN BHD,41.00,3,1
synthetic_user_012,General Retail,UNKNOWN,90000.00,4,1
synthetic_user_012,General Retail,WESTERN EASTERN STATIONERY SDN. BHD,1.38,4,1
synthetic_user_012,General Retail,RSTORAN WAN SHENG,6.00,5,1
synthetic_user_012,General Retail,KEDAI PAPAN YEW CHUAN,127.20,5,1
synthetic_user_012,General Retail,UNKNOWN,75000.00,4,1
synthetic_user_012,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,8.90,5,1
synthetic_user_012,General Retail,SANYU STATIONERY SHOP,5.00,3,1
synthetic_user_012,Supermarket / Grocery,99 SPEED MART S/B,45.35,2,1
synthetic_user_012,General Retail,UNKNOWN,127678.00,4,1
synthetic_user_012,Supermarket / Grocery,99 SPEED MART S/B,177.20,3,1
synthetic_user_012,General Retail,UNKNOWN,65500.00,5,1
synthetic_user_012,Food & Beverage,RESTORAN WAN SHENG,9.60,2,1
synthetic_user_012,General Retail,MR. D.I.Y. (KUCHAI) SDN BHD,57.40,3,1
synthetic_user_012,Supermarket / Grocery,YAM FRESH,8.35,2,1
synthetic_user_013,General Retail,KING'S CONFECTIONERY S/B,25.15,2,1
synthetic_user_013,Supermarket / Grocery,99 SPEED MART S/B,9.90,4,1
synthetic_user_013,Supermarket / Grocery,99 SPEED MART S/B,14.20,5,1
synthetic_user_013,Supermarket / Grocery,99 SPEED MART S/B,20.90,5,1
synthetic_user_013,Supermarket / Grocery,99 SPEED MART S/B,2.10,5,1
synthetic_user_013,General Retail,SYARIKAT PERNIAGAAN GIN KEE,101.76,4,1
synthetic_user_013,Supermarket / Grocery,99 SPEED MART S/B,10.60,5,1
synthetic_user_013,Food & Beverage,UNKNOWN,375000.00,2,1
synthetic_user_013,Food & Beverage,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,87.45,4,1
synthetic_user_013,Supermarket / Grocery,99 SPEED MART S/B,20.80,4,1
synthetic_user_013,Supermarket / Grocery,99 SPEED MART S/B,11.50,3,1
synthetic_user_013,Supermarket / Grocery,CHECKERS HYPERMARKET SDN BHD (JALAN KLANG LAMA),20.00,5,1
synthetic_user_013,Supermarket / Grocery,VIVOPAC MARKETING SDN BHD,18.80,3,1
synthetic_user_013,Supermarket / Grocery,VIVOPAC MARKETING SDN BHD,18.80,5,1
synthetic_user_013,Supermarket / Grocery,YAM FRESH,7.95,4,1
synthetic_user_013,Supermarket / Grocery,99 SPEED MART S/B,14.20,4,1
synthetic_user_013,Supermarket / Grocery,YAM FRESH,7.95,4,1
synthetic_user_013,General Retail,YIN MA (M) SDN.BHD.,14.50,2,1
synthetic_user_014,General Retail,POPULAR BOOK CO. (M) SDN BHD,140.65,4,1
synthetic_user_014,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,32.46,4,1
synthetic_user_014,General Retail,MR. D.I.Y. (KUCHAI) SDN BHD,8.95,3,1
synthetic_user_014,General Retail,SIN LIANHAP SDN BHD,7.30,4,1
synthetic_user_014,General Retail,SYARIKAT PERNIAGAAN GIN KEE,148.40,4,1
synthetic_user_014,Food & Beverage,RESTORAN WAN SHENG,6.50,2,1
synthetic_user_014,Supermarket / Grocery,99 SPEED MART S/B,137.15,2,1
synthetic_user_014,General Retail,ANZEL ADVERTISING (M) SDN BHD,8.50,5,1
synthetic_user_014,General Retail,TRIPLE SIX POINT ENTERPRISE 666,157.90,4,1
synthetic_user_014,General Retail,THE STORE (MALAYSIA) SDN BHD,35.80,3,1
synthetic_user_014,General Retail,POPULAR BOOK CO. (M) SDN BHD,31.45,4,1
synthetic_user_014,General Retail,TRIPLE SIX POINT ENTERPRISE 666,22.60,4,1
synthetic_user_015,Food & Beverage,UNKNOWN,49000.00,3,1
synthetic_user_015,Food & Beverage,PANDAH INDAH PULAU KETAM RESTAURANT,93.00,5,1
synthetic_user_015,Food & Beverage,UNKNOWN,80501.00,3,1
synthetic_user_015,General Retail,UNKNOWN,22.00,2,1
synthetic_user_015,Supermarket / Grocery,UNKNOWN,196350.00,4,1
synthetic_user_015,Food & Beverage,UNKNOWN,51.00,4,1
synthetic_user_015,General Retail,UNKNOWN,105999.00,3,1
synthetic_user_015,Food & Beverage,UNKNOWN,74000.00,5,1
synthetic_user_015,General Retail,AEON CO. (M) BHD,23.80,2,1
synthetic_user_015,Supermarket / Grocery,TF VALUE-MART SDN BHD,52.80,2,1
synthetic_user_016,General Retail,HAI-O RAYA BHD,47.70,4,1
synthetic_user_016,General Retail,GUARDIAN HEALTH AND BEAUTY SDN BHD,108.21,3,1
synthetic_user_016,General Retail,MR. D.I.Y. (M) SDN BHD,64.70,5,1
synthetic_user_016,General Retail,YIN MA (M) SDN.BHD.,32.70,4,1
synthetic_user_016,General Retail,SANYU STATIONERY SHOP,3.00,3,1
synthetic_user_016,General Retail,SANYU STATIONERY SHOP,14.90,3,1
synthetic_user_017,Food & Beverage,CARREFOUR RESTAURANT,13.80,3,1
synthetic_user_017,Food & Beverage,UNKNOWN,160000.00,3,1
synthetic_user_017,Food & Beverage,UNKNOWN,226500.00,4,1
synthetic_user_017,General Retail,MR. D.I.Y. (M) SDN BHD,69.20,3,1
synthetic_user_017,Food & Beverage,UNKNOWN,1198648.00,5,1
synthetic_user_017,Food & Beverage,RESTORAN HOETIM,83.00,4,1
synthetic_user_017,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,11.20,3,1
synthetic_user_017,Food & Beverage,RESTORAN WAN SHENG,4.80,5,1
synthetic_user_017,Food & Beverage,UNKNOWN,63500.00,3,1
synthetic_user_017,Food & Beverage,MEI LET RESTAURANT,67.85,3,1
synthetic_user_017,General Retail,KING'S CONFECTIONERY S/B,27.50,4,1
synthetic_user_017,Food & Beverage,UNKNOWN,282000.00,4,1
synthetic_user_017,Supermarket / Grocery,99 SPEED MART S/B,3.30,2,1
synthetic_user_017,Food & Beverage,UNKNOWN,375000.00,4,1
synthetic_user_018,Food & Beverage,UNKNOWN,117000.00,5,1
synthetic_user_018,Food & Beverage,UNKNOWN,62.00,3,1
synthetic_user_018,Food & Beverage,RESTORAN WAN SHENG,7.20,4,1
synthetic_user_018,Food & Beverage,UNKNOWN,87000.00,5,1
synthetic_user_018,Food & Beverage,VEG FISH FARM THAI RESTAURANT S/B,412.90,4,1
synthetic_user_018,Food & Beverage,UNKNOWN,304326.00,3,1
synthetic_user_018,Food & Beverage,RESTORAN WAN SHENG,7.00,5,1
synthetic_user_018,Food & Beverage,GERBANG ALAF RESTAURANTS SDN BHD,11.10,5,1
synthetic_user_018,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,54.15,5,1
synthetic_user_018,Food & Beverage,RESTORAN WAN SHENG,9.60,5,1
synthetic_user_018,Food & Beverage,RESTORAN WAN SHENG,7.20,4,1
synthetic_user_018,Food & Beverage,UNKNOWN,376640.00,3,1
synthetic_user_018,Food & Beverage,UNKNOWN,22000.00,4,1
synthetic_user_018,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,19.31,5,1
synthetic_user_018,Food & Beverage,UNKNOWN,70.60,5,1
synthetic_user_018,Food & Beverage,RESTORAN WAN SHENG,6.50,5,1
synthetic_user_018,General Retail,TIMES BOOKSTORES,12.37,3,1
synthetic_user_018,Supermarket / Grocery,99 SPEED MART S/B,72.75,2,1
synthetic_user_018,Food & Beverage,UNKNOWN,69000.00,3,1
synthetic_user_018,Supermarket / Grocery,BROADVIEW MARKETING SDN BHD,18.00,2,1
synthetic_user_019,Supermarket / Grocery,99 SPEED MART S/B,141.50,5,1
synthetic_user_019,Food & Beverage,UNKNOWN,22.00,2,1
synthetic_user_019,Supermarket / Grocery,99 SPEED MART S/B,14.20,4,1
synthetic_user_019,Supermarket / Grocery,99 SPEED MART S/B,108.50,3,1
synthetic_user_019,Supermarket / Grocery,99 SPEED MART S/B,14.40,3,1
synthetic_user_019,Food & Beverage,GERBANG ALAF RESTAURANTS SDN BHD,109.05,2,1
synthetic_user_019,Supermarket / Grocery,ASIA MART,32.70,3,1
synthetic_user_019,Supermarket / Grocery,99 SPEED MART S/B,19.90,4,1
synthetic_user_019,Supermarket / Grocery,BROADVIEW MARKETING SDN BHD,4.70,3,1
synthetic_user_019,Supermarket / Grocery,YAM FRESH,7.95,5,1
synthetic_user_019,Supermarket / Grocery,99 SPEED MART S/B,98.90,5,1
synthetic_user_019,Supermarket / Grocery,99 SPEED MART S/B,2.10,4,1
synthetic_user_019,Food & Beverage,UNKNOWN,196001.00,4,1
synthetic_user_019,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,11.40,2,1
synthetic_user_020,Supermarket / Grocery,BENS INDEPENDENT GROCER SDN. BHD,133.70,3,1
synthetic_user_020,Supermarket / Grocery,99 SPEED MART S/B,23.40,3,1
synthetic_user_020,Supermarket / Grocery,99 SPEED MART S/B,27.30,4,1
synthetic_user_020,Food & Beverage,UNKNOWN,80000.00,2,1
synthetic_user_020,Supermarket / Grocery,99 SPEED MART S/B,11.50,5,1
synthetic_user_020,Supermarket / Grocery,99 SPEED MART S/B,42.35,4,1
synthetic_user_020,General Retail,PLATINUM RACKING SDN BHD,23.00,4,1
synthetic_user_020,Supermarket / Grocery,YAM FRESH,8.35,3,1
synthetic_user_020,Supermarket / Grocery,VIVOPAC MARKETING SDN BHD,18.80,4,1
synthetic_user_020,Supermarket / Grocery,FUYI MINI MARKET,9.00,3,1
synthetic_user_020,General Retail,MR. D.I.Y. (M) SDN BHD,15.40,4,1
synthetic_user_020,Food & Beverage,UNKNOWN,300300.00,3,1
synthetic_user_020,General Retail,SYARIKAT PERNIAGAAN GIN KEE,100.17,3,1
synthetic_user_020,Supermarket / Grocery,ECO-SHOP MARKETING SDN BHD,16.30,4,1
synthetic_user_020,Supermarket / Grocery,99 SPEED MART S/B,169.80,4,1
synthetic_user_020,General Retail,UNKNOWN,25.00,2,1
synthetic_user_021,General Retail,SEGI CASH & CARRY SDN.BHD,27.00,2,1
synthetic_user_021,General Retail,SANYU STATIONERY SHOP,3.90,3,1
synthetic_user_021,Supermarket / Grocery,99 SPEED MART S/B,213.00,4,1
synthetic_user_021,Supermarket / Grocery,99 SPEED MART S/B,2.10,4,1
synthetic_user_021,Supermarket / Grocery,GH DISTRIBUTOR & MARKETING SDN BHD,85.20,4,1
synthetic_user_021,Food & Beverage,UNKNOWN,541620.00,3,1
synthetic_user_021,Supermarket / Grocery,FAMILYMART,18.80,4,1
synthetic_user_021,Supermarket / Grocery,FAMILYMART,18.80,4,1
synthetic_user_021,Food & Beverage,GERBANG ALAF RESTAURANTS SDN BHD,11.10,3,1
synthetic_user_022,General Retail,OWNER BY CASTLE BLUE S/B,189.75,4,1
synthetic_user_022,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,8.20,4,1
synthetic_user_022,Supermarket / Grocery,99 SPEED MART S/B,22.90,3,1
synthetic_user_022,General Retail,UNKNOWN,426195.00,5,1
synthetic_user_022,General Retail,MR. D.I.Y. (M) SDN BHD,38.00,4,1
synthetic_user_022,Supermarket / Grocery,99 SPEED MART S/B,4.00,3,1
synthetic_user_023,Food & Beverage,RESTORAN WAN SHENG,19.40,3,1
synthetic_user_023,General Retail,HASHA PETROKIOSK,50.00,5,1
synthetic_user_023,General Retail,UNKNOWN,19850.00,4,1
synthetic_user_023,General Retail,POPULAR BOOK CO. (M) SDN BHD,12.15,4,1
synthetic_user_023,General Retail,FY EAGLE ENTERPRISE,52.00,3,1
synthetic_user_023,General Retail,UNKNOWN,599955.00,5,1
synthetic_user_023,Food & Beverage,RESTORAN WAN SHENG,5.00,3,1
synthetic_user_023,General Retail,SIN LIANHAP SDN BHD,7.30,4,1
synthetic_user_024,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,25.84,3,1
synthetic_user_024,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,39.87,5,1
synthetic_user_024,Supermarket / Grocery,99 SPEED MART S/B,2.50,3,1
synthetic_user_024,Food & Beverage,UNKNOWN,160000.00,5,1
synthetic_user_024,Food & Beverage,UNKNOWN,580965.00,4,1
synthetic_user_024,General Retail,FIVE STAR CASH & CARRY,90.00,4,1
synthetic_user_024,Food & Beverage,UNKNOWN,185394.00,4,1
synthetic_user_024,Food & Beverage,UNKNOWN,79.20,4,1
synthetic_user_024,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,14.47,4,1
synthetic_user_024,Food & Beverage,UNKNOWN,97500.00,3,1
synthetic_user_024,Supermarket / Grocery,99 SPEED MART S/B,27.90,3,1
synthetic_user_024,Food & Beverage,RESTORAN WAN SHENG,4.80,3,1
synthetic_user_024,Food & Beverage,DOMINO'S PIZZA,21.60,5,1
synthetic_user_025,General Retail,UNKNOWN,75500.00,3,1
synthetic_user_025,Supermarket / Grocery,DE LUXE CIRCLE FRESH MART SDN BHD,12.00,4,1
synthetic_user_025,Food & Beverage,UNKNOWN,242528.00,4,1
synthetic_user_025,Food & Beverage,GERBANG ALAF RESTAURANTS SDN BHD,47.15,3,1
synthetic_user_025,Food & Beverage,FTOF NOODLE HOUSE,31.60,3,1
synthetic_user_025,Food & Beverage,UNKNOWN,43500.00,4,1
synthetic_user_025,Food & Beverage,PACIFIC ASIAN FOOD DELIGHTS S/B,78.50,3,1
synthetic_user_025,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,8.20,4,1
synthetic_user_025,Food & Beverage,UNKNOWN,154000.00,5,1
synthetic_user_025,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,23.35,3,1
synthetic_user_025,Supermarket / Grocery,99 SPEED MART S/B,11.50,2,1
synthetic_user_025,Food & Beverage,UNKNOWN,49500.00,5,1
synthetic_user_026,General Retail,UNKNOWN,156090.00,5,1
synthetic_user_026,General Retail,UNKNOWN,85000.00,3,1
synthetic_user_026,General Retail,UNKNOWN,259.00,4,1
synthetic_user_026,General Retail,BEYOND BROTHERS HARDWARE,63.60,3,1
synthetic_user_026,General Retail,SYARIKAT PERNIAGAAN GIN KEE,116.28,5,1
synthetic_user_026,Supermarket / Grocery,99 SPEED MART S/B,3.70,2,1
synthetic_user_026,General Retail,AEON CO. (M) BHD,8.95,4,1
synthetic_user_026,Supermarket / Grocery,ECO-SHOP MARKETING SDN BHD,16.30,4,1
synthetic_user_026,General Retail,THE STORE (MALAYSIA) SDN BHD,35.80,5,1
synthetic_user_026,General Retail,UNKNOWN,14999.00,5,1
synthetic_user_026,General Retail,SANYU STATIONERY SHOP,12.00,4,1
synthetic_user_026,General Retail,PRINT EXPERT SDN BHD,119.55,3,1
synthetic_user_026,General Retail,PASARAYA BORONG PINTAR SDN BHD,1.45,5,1
synthetic_user_026,General Retail,SYARIKAT PERNIAGAAN GIN KEE,60.95,5,1
synthetic_user_026,General Retail,PELITA SAMUDRA PERTAMA (M) SDN BHD.,61.70,4,1
synthetic_user_026,General Retail,SYARIKAT PERNIAGAAN GIN KEE,47.70,4,1
synthetic_user_026,General Retail,POPULAR BOOK CO. (M) SDN BHD,21.00,5,1
synthetic_user_026,General Retail,TED HENG STATIONERY & BOOKS,153.35,5,1
synthetic_user_026,General Retail,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,28.00,5,1
synthetic_user_027,Food & Beverage,RESTORAN DE COFFEE O,11.60,5,1
synthetic_user_027,General Retail,GOLDEN KEY MAKER,10.00,3,1
synthetic_user_027,Food & Beverage,UNKNOWN,80300.00,5,1
synthetic_user_027,Supermarket / Grocery,YAM FRESH,29.30,4,1
synthetic_user_027,Food & Beverage,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,52.00,5,1
synthetic_user_027,General Retail,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,16.00,2,1
synthetic_user_027,General Retail,THE TOAST F&B SDN BHD,18.90,2,1
synthetic_user_027,Food & Beverage,B & BEST RESTAURANT,14.85,3,1
synthetic_user_027,Food & Beverage,RESTORAN WAN SHENG,4.80,3,1
synthetic_user_027,Food & Beverage,UNKNOWN,441350.00,4,1
synthetic_user_028,General Retail,UNKNOWN,49000.00,5,1
synthetic_user_028,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,5.09,4,1
synthetic_user_028,Supermarket / Grocery,99 SPEED MART S/B,182.00,3,1
synthetic_user_028,Food & Beverage,RESTORAN WAN SHENG,4.80,3,1
