image_path,source,merchant,address,date,total,items_text,text,category,category_3class
dataset/temp_cord/image/receipt_00017.png,CORD,,,,24500.00,"RB. COKLAT BAR (1), RB. CREPES TUNA (1), RB. SISIR PANDAN (1)","RB. COKLAT BAR (1), RB. CREPES TUNA (1), RB. SISIR PANDAN (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00019.png,CORD,,,,1565938.00,"UDANG RE (2), AYM GR JUN NJAN (1), SAPO TH SEAFOOD (1), POCAI 3 (2), GURAME FILLET M ASAM MANIS (1), BIHUN GORENG JJ (1), ICED TEA (5), NASI PUTIH (7)","UDANG RE (2), AYM GR JUN NJAN (1), SAPO TH SEAFOOD (1), POCAI 3 (2), GURAME FILLET M ASAM MANIS (1), BIHUN GORENG JJ (1), ICED TEA (5), NASI PUTIH (7)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00020.png,CORD,,,,26950.00,"BUBUR UNGU, SENDOK BEBEK, WAJIK, CENTIK MANIS, PLASTIK SEDANG","BUBUR UNGU, SENDOK BEBEK, WAJIK, CENTIK MANIS, PLASTIK SEDANG",restaurant,General Retail
dataset/temp_cord/image/receipt_00021.png,CORD,,,,44.00,"1001-Choco Bun (x1), 2001-Hokkaido Milk Toast (x1), 6002-Plastic Bag Medium (x1)","1001-Choco Bun (x1), 2001-Hokkaido Milk Toast (x1), 6002-Plastic Bag Medium (x1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00024.png,CORD,,,,48.00,"1001-Choco Bun (x1), 1032-Double Cheddar (x1), 6002-Plastic Bag Medium (x1)","1001-Choco Bun (x1), 1032-Double Cheddar (x1), 6002-Plastic Bag Medium (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00029.png,CORD,,,,226500.00,"AMBUSH DBL CHS BURG (11), AMBUSH CHS BURGER (4), TAKE AWAY CHARGE (1)","AMBUSH DBL CHS BURG (11), AMBUSH CHS BURGER (4), TAKE AWAY CHARGE (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00030.png,CORD,,,,9000.00,"VANDOOLEN, PLASTIK 25","VANDOOLEN, PLASTIK 25",restaurant,General Retail
dataset/temp_cord/image/receipt_00031.png,CORD,,,,31500.00,"Chicken HCC, 1Pcs (1), Colonel Burger (1)","Chicken HCC, 1Pcs (1), Colonel Burger (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00033.png,CORD,,,,10200.00,"AREM - AREM (1X), LEMPER (1X), PLASTIK KECIL (1X)","AREM - AREM (1X), LEMPER (1X), PLASTIK KECIL (1X)",restaurant,General Retail
dataset/temp_cord/image/receipt_00036.png,CORD,,,,599955.00,"GONG GIBAB (1), BO SSAM (1), HAEMUL DENJANG JJIGAE (1), MULNAENGMYO N (1)","GONG GIBAB (1), BO SSAM (1), HAEMUL DENJANG JJIGAE (1), MULNAENGMYO N (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00040.png,CORD,,,,125334.00,"BURGER CHIC DECKER (1), Home Made Lemonade (1)","BURGER CHIC DECKER (1), Home Made Lemonade (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00043.png,CORD,,,,60999.00,"Nutella Cheese (1), Toblerone BanCheese (1)","Nutella Cheese (1), Toblerone BanCheese (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00044.png,CORD,,,,282000.00,"CHOCO PUFF (1), CREAMY BEEF CLS FTC (1), NEW ORIENTAL CHK RICE (1), LIPTON PITCHER (1), SC/P SUPER SUPREME (1), CB/P BLACK PEPP BEEF (1)","CHOCO PUFF (1), CREAMY BEEF CLS FTC (1), NEW ORIENTAL CHK RICE (1), LIPTON PITCHER (1), SC/P SUPER SUPREME (1), CB/P BLACK PEPP BEEF (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00045.png,CORD,,,,22.00,"1 (2), Large *Plastik Kcl (1)","1 (2), Large *Plastik Kcl (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00048.png,CORD,,,,73.45,"Jamur Crispy (2), Nasi Putih (2), Sambel Kecap (2), Es Teh (2)","Jamur Crispy (2), Nasi Putih (2), Sambel Kecap (2), Es Teh (2)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00050.png,CORD,,,,33000.00,"CHO MOUSSE, GRAPE JELLY","CHO MOUSSE, GRAPE JELLY",restaurant,General Retail
dataset/temp_cord/image/receipt_00051.png,CORD,,,,33.00,"Kopi Susu Sudirman (1x), Chocolate Twist (1x)","Kopi Susu Sudirman (1x), Chocolate Twist (1x)",restaurant,General Retail
dataset/temp_cord/image/receipt_00052.png,CORD,,,,30000.00,"RTD Kunyit (1), Tepung Jagung (1)","RTD Kunyit (1), Tepung Jagung (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00053.png,CORD,,,,36.00,SHOPPING BAG ROTI'O' 370/M (1),SHOPPING BAG ROTI'O' 370/M (1),restaurant,General Retail
dataset/temp_cord/image/receipt_00054.png,CORD,,,,29000.00,"KFC Winger HC (1), Rice (1)","KFC Winger HC (1), Rice (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00056.png,CORD,,,,54.60,"BASO TAHU (1), NASI PUTIH (1)","BASO TAHU (1), NASI PUTIH (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00057.png,CORD,,,,39000.00,"PL. MUFFIN BLUEBERRY (1), RB. ABON AYAM (1), RB. COKLAT COFFEE (1), RB. RED BEAN (1)","PL. MUFFIN BLUEBERRY (1), RB. ABON AYAM (1), RB. COKLAT COFFEE (1), RB. RED BEAN (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00058.png,CORD,,,,35.00,"ROTI KEJU COKLAT (x1), ROTI MAHKOTA/RING (x1), ROTI KACANG MERAH (x1), ROTI COKLAT (x1)","ROTI KEJU COKLAT (x1), ROTI MAHKOTA/RING (x1), ROTI KACANG MERAH (x1), ROTI COKLAT (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00059.png,CORD,,,,25000.00,"CHICKEN KATSU (1), TORI NASU HASAMI AGE (1)","CHICKEN KATSU (1), TORI NASU HASAMI AGE (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00060.png,CORD,,,,161.00,"Mineral Water (S) (1), Pocky Chocolate (1), Nerds Strw Grape (1), Nerds Trop Punch (1), Nerds Watermelon (1)","Mineral Water (S) (1), Pocky Chocolate (1), Nerds Strw Grape (1), Nerds Trop Punch (1), Nerds Watermelon (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00063.png,CORD,,,,23600.00,"PIS COK KEJU, COKLAT KEJU, BANANA KISMIS","PIS COK KEJU, COKLAT KEJU, BANANA KISMIS",restaurant,General Retail
dataset/temp_cord/image/receipt_00064.png,CORD,,,,262000.00,"BOTOL(MOMOGI BOTOL KACA ASI), SPECTRA BREAST DISPOSABLE PADS (IRIS) / BP-0001 (BREASTPADS), MUSTELA BABY OIL 100ML","BOTOL(MOMOGI BOTOL KACA ASI), SPECTRA BREAST DISPOSABLE PADS (IRIS) / BP-0001 (BREASTPADS), MUSTELA BABY OIL 100ML",restaurant,General Retail
dataset/temp_cord/image/receipt_00065.png,CORD,,,,650100.00,"NASI PUTIH (6), SATE PADANG (1), GULAI CUMI (1), DENDENG BALADO (4), KERUPUK KULIT (3), RENDANG DAGING (1), GULAI HATI (1), MUJAIR BAKAR (1), GULAI OTAK (1), AYAM BAKAR (1), SAMBAL TRI BELAH (1), LALAP SEGAR (3), AYAM PENYET (1), AYAM GORENG (2), AYAM POP (2), GULAI TUNJANG (2), TEH (6), TERONG BELANDA (1), TEH TELUR (1), PUDING (2)","NASI PUTIH (6), SATE PADANG (1), GULAI CUMI (1), DENDENG BALADO (4), KERUPUK KULIT (3), RENDANG DAGING (1), GULAI HATI (1), MUJAIR BAKAR (1), GULAI OTAK (1), AYAM BAKAR (1), SAMBAL TRI BELAH (1), LALAP SEGAR (3), AYAM PENYET (1), AYAM GORENG (2), AYAM POP (2), GULAI TUNJANG (2), TEH (6), TERONG BELANDA (1), TEH TELUR (1), PUDING (2)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00066.png,CORD,,,,57.90,"ISI CAMPUR (1), AQUA BOTOL (1)","ISI CAMPUR (1), AQUA BOTOL (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00068.png,CORD,,,,113000.00,"Berry Many-Low (P) (1), 500 days of summer (P) (1), sun kissed (P) (1), PLASTIC BAG (1)","Berry Many-Low (P) (1), 500 days of summer (P) (1), sun kissed (P) (1), PLASTIC BAG (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00069.png,CORD,,,,23000.00,"SAUSAGE DONUT (1), CHOCO DONUT PRETZEL (1)","SAUSAGE DONUT (1), CHOCO DONUT PRETZEL (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00070.png,CORD,,,,178200.00,"CAPTAIN HOOK (1), PIRATES TREASURE (1)","CAPTAIN HOOK (1), PIRATES TREASURE (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00072.png,CORD,,,,28.00,"2011-Whole wheat Katamari (x1), 6001-Plastic Bag Small (x1)","2011-Whole wheat Katamari (x1), 6001-Plastic Bag Small (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00075.png,CORD,,,,337230.00,"PAKET DOSIRAK 3 (1), PAKET CHICKEN 3 (3), JAPCHE (1), KOREAN LEMONADE (1), KOREAN COLD TEA (1), PAKET BULGOGI 3 (1), BANANA MLK+MATCHA PU (2), KRN FRIED CHICKN HNY (1)","PAKET DOSIRAK 3 (1), PAKET CHICKEN 3 (3), JAPCHE (1), KOREAN LEMONADE (1), KOREAN COLD TEA (1), PAKET BULGOGI 3 (1), BANANA MLK+MATCHA PU (2), KRN FRIED CHICKN HNY (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00077.png,CORD,,,,118100.00,"KP BRANDING L (1), M/POKO STD XXL5 (1), FOOT 6 (2), CIPAIN PATCH 4S (3)","KP BRANDING L (1), M/POKO STD XXL5 (1), FOOT 6 (2), CIPAIN PATCH 4S (3)",restaurant,General Retail
dataset/temp_cord/image/receipt_00079.png,CORD,,,,25000.00,"Silky Green Tea (1x), Silky Hazelnut (1x)","Silky Green Tea (1x), Silky Hazelnut (1x)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00083.png,CORD,,,,101.00,"ICED White (1), Mexican Baked Rice (1)","ICED White (1), Mexican Baked Rice (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00084.png,CORD,,,,31.00,"Large 1 (1), Pastry Keju (1)","Large 1 (1), Pastry Keju (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00085.png,CORD,,,,57.20,"Round Wagyu (1gr) (118), Wagyu Rice Box (1)","Round Wagyu (1gr) (118), Wagyu Rice Box (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00088.png,CORD,,,,50039.00,"KUE PILUS ASIN (80), KACANG MEDAN (95)","KUE PILUS ASIN (80), KACANG MEDAN (95)",restaurant,General Retail
dataset/temp_cord/image/receipt_00091.png,CORD,,,,24000.00,"CHOCO CUSTARD PASTRY (1), CARAMEL PASTRY (1)","CHOCO CUSTARD PASTRY (1), CARAMEL PASTRY (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00092.png,CORD,,,,25000.00,"ORIGINAL, APPLE CINN","ORIGINAL, APPLE CINN",restaurant,General Retail
dataset/temp_cord/image/receipt_00093.png,CORD,,,,85000.00,"NUMER CANDLE NO.1 (1), NUMER CANDLE NO.2 (1), GANACHE MOUSSE PIECE (2)","NUMER CANDLE NO.1 (1), NUMER CANDLE NO.2 (1), GANACHE MOUSSE PIECE (2)",restaurant,General Retail
dataset/temp_cord/image/receipt_00094.png,CORD,,,,38.00,"4002-Chocolate Orange Peel (x2), 6001-Plastic Bag Small (x1)","4002-Chocolate Orange Peel (x2), 6001-Plastic Bag Small (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00098.png,CORD,,,,25900.00,"WALL'S FEAST CKLT.65 (1), CMPN TROPICANA.CHO75 (1), MAGNUM WHT ALMND 80 (1)","WALL'S FEAST CKLT.65 (1), CMPN TROPICANA.CHO75 (1), MAGNUM WHT ALMND 80 (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00099.png,CORD,,,,45000.00,"S-Ovaltine Macchiat (1X), S-Hazelnut Milk Tea (1X)","S-Ovaltine Macchiat (1X), S-Hazelnut Milk Tea (1X)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00103.png,CORD,,,,1096040.00,"IKAN GURAME MED SOP IKAN (1), CUMI GR JUNJAN =*MEDIUM*= (1), CUMI GR TEPUNG =*MEDIUM*= (1), AGSIO TH PC JMR =*MEDIUM*= (1), POCAI BWG PUTIH =*MEDIUM*= (1), LUMPIA UDG PREM =*MEDIUM*= (1), NASI PUTIH (6), HOT TEA (3), AQUA (1), ICED TEA (2), ICED TEA (1)","IKAN GURAME MED SOP IKAN (1), CUMI GR JUNJAN =*MEDIUM*= (1), CUMI GR TEPUNG =*MEDIUM*= (1), AGSIO TH PC JMR =*MEDIUM*= (1), POCAI BWG PUTIH =*MEDIUM*= (1), LUMPIA UDG PREM =*MEDIUM*= (1), NASI PUTIH (6), HOT TEA (3), AQUA (1), ICED TEA (2), ICED TEA (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00104.png,CORD,,,,61.50,"KOPI SUSU (1), KOPI SUSU (1), NASI GORENG (1), BAKPIA KACANG H (1)","KOPI SUSU (1), KOPI SUSU (1), NASI GORENG (1), BAKPIA KACANG H (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00106.png,CORD,,,,48001.00,"Toblerone BanCheese (1), Roast Beef Crepes (1)","Toblerone BanCheese (1), Roast Beef Crepes (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00107.png,CORD,,,,22000.00,"Cheezemania (1), Mamamia (1)","Cheezemania (1), Mamamia (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00109.png,CORD,,,,35.00,"1069-ROTI KEJU COKLAT (x1), 1037-ROTI MAHKOTA/RING (x1), 1022-ROTI KACANG MERAH (x1), 1001-ROTI COKLAT (x1)","1069-ROTI KEJU COKLAT (x1), 1037-ROTI MAHKOTA/RING (x1), 1022-ROTI KACANG MERAH (x1), 1001-ROTI COKLAT (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00111.png,CORD,,,,72600.00,"OCHA (1), CHIC NAMBAN BENTO (1)","OCHA (1), CHIC NAMBAN BENTO (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00112.png,CORD,,,,20000.00,"Fish Ball (1), Fried Siomay (1)","Fish Ball (1), Fried Siomay (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00115.png,CORD,,,,44500.00,"Kupon 9, Kupon 1, LARGE ICED LEMON TEA","Kupon 9, Kupon 1, LARGE ICED LEMON TEA",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00117.png,CORD,,,,60000.00,"RTD Relaxing Drink (1), RTD Rosella Aloevera (1), RTD Madu Aloevera (1), RTD Lemongrass Aloe (1)","RTD Relaxing Drink (1), RTD Rosella Aloevera (1), RTD Madu Aloevera (1), RTD Lemongrass Aloe (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00118.png,CORD,,,,28000.00,"Pdg Madness (1), BCT (1)","Pdg Madness (1), BCT (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00120.png,CORD,,,,34000.00,"SAM DA S00 MINERAL WATER (1), TWIST DONUT (2)","SAM DA S00 MINERAL WATER (1), TWIST DONUT (2)",restaurant,General Retail
dataset/temp_cord/image/receipt_00121.png,CORD,,,,22000.00,"1001-Choco Bun (x1), 6001-Plastic Bag Small (x1)","1001-Choco Bun (x1), 6001-Plastic Bag Small (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00122.png,CORD,,,,24800.00,"Common Law (1), Tigger Roll (1)","Common Law (1), Tigger Roll (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00124.png,CORD,,,,1092542.00,"UDG GR TLUR ASIN (1), SAPO TH SEAFOOD (1), CUMI GR JUNJAN (1), BIHUN GORENG JJ (1), OYONG 3 TELOR (1), GURAME FILLET M (1), CHINESE TE (2), CRYSANTNUM (2), NASI PUTIH (8), HOT TEA (3), ICED TEA (3)","UDG GR TLUR ASIN (1), SAPO TH SEAFOOD (1), CUMI GR JUNJAN (1), BIHUN GORENG JJ (1), OYONG 3 TELOR (1), GURAME FILLET M (1), CHINESE TE (2), CRYSANTNUM (2), NASI PUTIH (8), HOT TEA (3), ICED TEA (3)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00131.png,CORD,,,,22.00,"1001-Choco Bun (x1), 6001-Plastic Bag Small (x1)","1001-Choco Bun (x1), 6001-Plastic Bag Small (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00132.png,CORD,,,,117999.00,"ZAI.Milk Choco Egg Avenger60gr (1), ZAI.Milk Choco Egg Frozen 60gr (1)","ZAI.Milk Choco Egg Avenger60gr (1), ZAI.Milk Choco Egg Frozen 60gr (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00133.png,CORD,,,,43000.00,"TWIST STRAWBERRY DONUT (1), TLJ CROQUETTE (1), POTATO PEPPER BAGEL (1)","TWIST STRAWBERRY DONUT (1), TLJ CROQUETTE (1), POTATO PEPPER BAGEL (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00134.png,CORD,,,,54.00,"Viet Milk Coffee (1), Viet Milk Coffee (1)","Viet Milk Coffee (1), Viet Milk Coffee (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00135.png,CORD,,,,5580055834.00,"IKAN GABUS FRESH (0.264X), IKAN BUMBU KUNING (0.308X), OCTOPUS SATAY (1X)","IKAN GABUS FRESH (0.264X), IKAN BUMBU KUNING (0.308X), OCTOPUS SATAY (1X)",restaurant,Supermarket / Grocery
dataset/temp_cord/image/receipt_00137.png,CORD,,,,88000.00,"FA-Cookies Mix 200 gr (1), FA-Polycello Bag 200 gr (1)","FA-Cookies Mix 200 gr (1), FA-Polycello Bag 200 gr (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00138.png,CORD,,,,422730.00,"BACON SHIMEJI SPAGHE (1.00), CHICKEN KATSUDON (1.00), WELL TORI KARAAGE MU (1.00.), WELL CHICKEN KATSU C (1.00), CLASSIC TOMATO (1.00), RENDANG OMURICE (1.00), #F11 CREAM HAMBURG 0 (1.00)","BACON SHIMEJI SPAGHE (1.00), CHICKEN KATSUDON (1.00), WELL TORI KARAAGE MU (1.00.), WELL CHICKEN KATSU C (1.00), CLASSIC TOMATO (1.00), RENDANG OMURICE (1.00), #F11 CREAM HAMBURG 0 (1.00)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00140.png,CORD,,,,69000.00,"Seafood Tempura BBQ (1), Sweet Plum Potato* (1)","Seafood Tempura BBQ (1), Sweet Plum Potato* (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00142.png,CORD,,,,55500.00,"Pillow Choco (1), Pillow Cheese (1), Pillow Kombi (1)","Pillow Choco (1), Pillow Cheese (1), Pillow Kombi (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00144.png,CORD,,,,25000.00,"Rice Organik (1), 1pc Chicken OR (1)","Rice Organik (1), 1pc Chicken OR (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00146.png,CORD,,,,564425.00,"YANG YUM GUI (1), SOONDUBU CHIGE (1), JAP CHAE (1), MAKOLI (1), GOCHUJANG (1), BIBIMBAB","YANG YUM GUI (1), SOONDUBU CHIGE (1), JAP CHAE (1), MAKOLI (1), GOCHUJANG (1), BIBIMBAB",restaurant,General Retail
dataset/temp_cord/image/receipt_00149.png,CORD,,,,53020.00,"#PKTPOLSBTSPON2S (1X), BENECOL LYCHEE 2S (1X), REGAL MARIE 125 GR (1X), 7 UP CAN 330 ML (1X), SAKATONIK LVR 10S (1X), DUA BELIBIS SBL135 (1X), DAUN SEREH (0,292X)","#PKTPOLSBTSPON2S (1X), BENECOL LYCHEE 2S (1X), REGAL MARIE 125 GR (1X), 7 UP CAN 330 ML (1X), SAKATONIK LVR 10S (1X), DUA BELIBIS SBL135 (1X), DAUN SEREH (0,292X)",restaurant,General Retail
dataset/temp_cord/image/receipt_00156.png,CORD,,,,27300.00,"BOLU KUKUS PX (3X), PLASTIK SEDANG (1X)","BOLU KUKUS PX (3X), PLASTIK SEDANG (1X)",restaurant,General Retail
dataset/temp_cord/image/receipt_00157.png,CORD,,,,94000.00,"S-Matcha Macchiato (2X), S-Ovaltine Macchiat (2X)","S-Matcha Macchiato (2X), S-Ovaltine Macchiat (2X)",restaurant,General Retail
dataset/temp_cord/image/receipt_00158.png,CORD,,,,39000.00,"KFC DAY (1), CHARGE TA (1)","KFC DAY (1), CHARGE TA (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00159.png,CORD,,,,46000.00,"DEPT04, DEPT01","DEPT04, DEPT01",restaurant,General Retail
dataset/temp_cord/image/receipt_00160.png,CORD,,,,43890.00,"PAKET CHICKEN 4 (1), KOREAN COLD TEA (1)","PAKET CHICKEN 4 (1), KOREAN COLD TEA (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00161.png,CORD,,,,98175.00,"PR ORIGINAL 150gr (1), ES TEH MANIS (1)","PR ORIGINAL 150gr (1), ES TEH MANIS (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00162.png,CORD,,,,41.58,"Butter croissant (1x), Almond Croissant (1x), Mini Chocolate Donut (1x)","Butter croissant (1x), Almond Croissant (1x), Mini Chocolate Donut (1x)",restaurant,General Retail
dataset/temp_cord/image/receipt_00167.png,CORD,,,,12600.00,"RISOL ROGUT (2X), MIKA KCL, PLASTIK 25","RISOL ROGUT (2X), MIKA KCL, PLASTIK 25",restaurant,General Retail
dataset/temp_cord/image/receipt_00171.png,CORD,,,,100000.00,"Coffee Rocksalt [R] (1), ICED NUTELLA LATTE [R] (1), ICED MOCHA LATTE [R] (1)","Coffee Rocksalt [R] (1), ICED NUTELLA LATTE [R] (1), ICED MOCHA LATTE [R] (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00175.png,CORD,,,,18000.00,"HAZELNUT ALM, CAPPUCINO CI, TIRAMISU CIN","HAZELNUT ALM, CAPPUCINO CI, TIRAMISU CIN",restaurant,General Retail
dataset/temp_cord/image/receipt_00176.png,CORD,,,,38.00,"Spaghetti Bini Muda (Bol ognese) - DINE IN (1), French Fries - DINE IN (1), Mineral Water - DINE IN (1)","Spaghetti Bini Muda (Bol ognese) - DINE IN (1), French Fries - DINE IN (1), Mineral Water - DINE IN (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00177.png,CORD,,,,137500.00,"KUPAT TAHU (2), MIE KOCOK (3)","KUPAT TAHU (2), MIE KOCOK (3)",restaurant,General Retail
