image_path,merchant,date,total,category,items_text,source,total_parsed,currency,spend_category,fraud_label
dataset/temp_cord/image/receipt_00053.png,UNKNOWN,,36.000,restaurant,SHOPPING BAG ROTI'O' 370/M (1),CORD,36000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00054.png,UNKNOWN,,"29,000",restaurant,"KFC Winger HC (1), Rice (1)",CORD,29000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00055.png,UNKNOWN,,"17,999",restaurant,,CORD,17999.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00056.png,UNKNOWN,,54.600,restaurant,"BASO TAHU (1), NASI PUTIH (1)",CORD,54600.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00057.png,UNKNOWN,,"39,000",restaurant,"PL. MUFFIN BLUEBERRY (1), RB. ABON AYAM (1), RB. COKLAT COFFEE (1), RB. RED BEAN (1)",CORD,39000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00058.png,UNKNOWN,,"35.000,00",restaurant,"ROTI KEJU COKLAT (x1), ROTI MAHKOTA/RING (x1), ROTI KACANG MERAH (x1), ROTI COKLAT (x1)",CORD,3500000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00059.png,UNKNOWN,,"25,000",restaurant,"CHICKEN KATSU (1), TORI NASU HASAMI AGE (1)",CORD,25000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00060.png,UNKNOWN,,161.000,restaurant,"Mineral Water (S) (1), Pocky Chocolate (1), Nerds Strw Grape (1), Nerds Trop Punch (1), Nerds Watermelon (1)",CORD,161000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00061.png,UNKNOWN,,"17,000",restaurant,,CORD,17000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00062.png,UNKNOWN,,3.600.000,restaurant,,CORD,3600000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00063.png,UNKNOWN,,"23,600",restaurant,"PIS COK KEJU, COKLAT KEJU, BANANA KISMIS",CORD,23600.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00064.png,UNKNOWN,,"262,000",restaurant,"BOTOL(MOMOGI BOTOL KACA ASI), SPECTRA BREAST DISPOSABLE PADS (IRIS) / BP-0001 (BREASTPADS), MUSTELA BABY OIL 100ML",CORD,262000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00065.png,UNKNOWN,,"650,100",restaurant,"NASI PUTIH (6), SATE PADANG (1), GULAI CUMI (1), DENDENG BALADO (4), KERUPUK KULIT (3), RENDANG DAGING (1), GULAI HATI (1), MUJAIR BAKAR (1), GULAI OTAK (1), AYAM BAKAR (1), SAMBAL TRI BELAH (1), LALAP SEGAR (3), AYAM PENYET (1), AYAM GORENG (2), AYAM POP (2), GULAI TUNJANG (2), TEH (6), TERONG BELANDA (1), TEH TELUR (1), PUDING (2)",CORD,650100.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00066.png,UNKNOWN,,57.900,restaurant,"ISI CAMPUR (1), AQUA BOTOL (1)",CORD,57900.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00067.png,UNKNOWN,,65.000,restaurant,,CORD,65000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00068.png,UNKNOWN,,"113,000.00",restaurant,"Berry Many-Low (P) (1), 500 days of summer (P) (1), sun kissed (P) (1), PLASTIC BAG (1)",CORD,11300000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00069.png,UNKNOWN,,"23,000",restaurant,"SAUSAGE DONUT (1), CHOCO DONUT PRETZEL (1)",CORD,23000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00070.png,UNKNOWN,,"178,200",restaurant,"CAPTAIN HOOK (1), PIRATES TREASURE (1)",CORD,178200.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00071.png,UNKNOWN,,"17,999",restaurant,,CORD,17999.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00072.png,UNKNOWN,,28.000,restaurant,"2011-Whole wheat Katamari (x1), 6001-Plastic Bag Small (x1)",CORD,28000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00073.png,UNKNOWN,,"9.500,00",restaurant,,CORD,950000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00074.png,UNKNOWN,,"26,000",restaurant,,CORD,26000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00075.png,UNKNOWN,,"337,230",restaurant,"PAKET DOSIRAK 3 (1), PAKET CHICKEN 3 (3), JAPCHE (1), KOREAN LEMONADE (1), KOREAN COLD TEA (1), PAKET BULGOGI 3 (1), BANANA MLK+MATCHA PU (2), KRN FRIED CHICKN HNY (1)",CORD,337230.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00076.png,UNKNOWN,,"33,000",restaurant,,CORD,33000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00077.png,UNKNOWN,,"118,100",restaurant,"KP BRANDING L (1), M/POKO STD XXL5 (1), FOOT 6 (2), CIPAIN PATCH 4S (3)",CORD,118100.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00078.png,UNKNOWN,,"56,000",restaurant,,CORD,56000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00079.png,UNKNOWN,,"25,000",restaurant,"Silky Green Tea (1x), Silky Hazelnut (1x)",CORD,25000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00080.png,UNKNOWN,,17.999,restaurant,,CORD,17999.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00081.png,UNKNOWN,,"36,000",restaurant,,CORD,36000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00082.png,UNKNOWN,,23.000,restaurant,,CORD,23000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00083.png,UNKNOWN,,101.000,restaurant,"ICED White (1), Mexican Baked Rice (1)",CORD,101000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00084.png,UNKNOWN,,31.000,restaurant,"Large 1 (1), Pastry Keju (1)",CORD,31000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00085.png,UNKNOWN,,57.200,restaurant,"Round Wagyu (1gr) (118), Wagyu Rice Box (1)",CORD,57200.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00086.png,UNKNOWN,,22.660,restaurant,,CORD,22660.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00087.png,UNKNOWN,,"24,000",restaurant,,CORD,24000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00088.png,UNKNOWN,,"50,039",restaurant,"KUE PILUS ASIN (80), KACANG MEDAN (95)",CORD,50039.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00089.png,UNKNOWN,,5.000,restaurant,,CORD,5000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00090.png,UNKNOWN,,"28,000",restaurant,,CORD,28000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00091.png,UNKNOWN,,"24,000",restaurant,"CHOCO CUSTARD PASTRY (1), CARAMEL PASTRY (1)",CORD,24000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00092.png,UNKNOWN,,"25,000",restaurant,"ORIGINAL, APPLE CINN",CORD,25000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00093.png,UNKNOWN,,"85,000",restaurant,"NUMER CANDLE NO.1 (1), NUMER CANDLE NO.2 (1), GANACHE MOUSSE PIECE (2)",CORD,85000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00094.png,UNKNOWN,,38.000,restaurant,"4002-Chocolate Orange Peel (x2), 6001-Plastic Bag Small (x1)",CORD,38000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00095.png,UNKNOWN,,"12,000",restaurant,,CORD,12000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00096.png,UNKNOWN,,22.000,restaurant,,CORD,22000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00097.png,UNKNOWN,,"12,000",restaurant,,CORD,12000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00098.png,UNKNOWN,,"25,900",restaurant,"WALL'S FEAST CKLT.65 (1), CMPN TROPICANA.CHO75 (1), MAGNUM WHT ALMND 80 (1)",CORD,25900.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00099.png,UNKNOWN,,"45,000",restaurant,"S-Ovaltine Macchiat (1X), S-Hazelnut Milk Tea (1X)",CORD,45000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00100.png,UNKNOWN,,"32,000",restaurant,,CORD,32000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00101.png,UNKNOWN,,14.300,restaurant,,CORD,14300.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00102.png,UNKNOWN,,"29,999",restaurant,,CORD,29999.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00103.png,UNKNOWN,,"1,096,040",restaurant,"IKAN GURAME MED SOP IKAN (1), CUMI GR JUNJAN =*MEDIUM*= (1), CUMI GR TEPUNG =*MEDIUM*= (1), AGSIO TH PC JMR =*MEDIUM*= (1), POCAI BWG PUTIH =*MEDIUM*= (1), LUMPIA UDG PREM =*MEDIUM*= (1), NASI PUTIH (6), HOT TEA (3), AQUA (1), ICED TEA (2), ICED TEA (1)",CORD,1096040.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00104.png,UNKNOWN,,61.500,restaurant,"KOPI SUSU (1), KOPI SUSU (1), NASI GORENG (1), BAKPIA KACANG H (1)",CORD,61500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00105.png,UNKNOWN,,"32,000",restaurant,,CORD,32000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00106.png,UNKNOWN,,"48,001",restaurant,"Toblerone BanCheese (1), Roast Beef Crepes (1)",CORD,48001.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00107.png,UNKNOWN,,"22,000",restaurant,"Cheezemania (1), Mamamia (1)",CORD,22000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00108.png,UNKNOWN,,"30,000",restaurant,,CORD,30000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00109.png,UNKNOWN,,"35.000,00",restaurant,"1069-ROTI KEJU COKLAT (x1), 1037-ROTI MAHKOTA/RING (x1), 1022-ROTI KACANG MERAH (x1), 1001-ROTI COKLAT (x1)",CORD,3500000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00110.png,UNKNOWN,,"29,999",restaurant,,CORD,29999.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00111.png,UNKNOWN,,"72,600",restaurant,"OCHA (1), CHIC NAMBAN BENTO (1)",CORD,72600.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00112.png,UNKNOWN,,"20,000",restaurant,"Fish Ball (1), Fried Siomay (1)",CORD,20000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00113.png,UNKNOWN,,,restaurant,,CORD,,IDR,restaurant,
dataset/temp_cord/image/receipt_00114.png,UNKNOWN,,"70,000",restaurant,,CORD,70000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00115.png,UNKNOWN,,"44,500",restaurant,"Kupon 9, Kupon 1, LARGE ICED LEMON TEA",CORD,44500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00116.png,UNKNOWN,,"29,999",restaurant,,CORD,29999.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00117.png,UNKNOWN,,60000,restaurant,"RTD Relaxing Drink (1), RTD Rosella Aloevera (1), RTD Madu Aloevera (1), RTD Lemongrass Aloe (1)",CORD,60000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00118.png,UNKNOWN,,"28,000",restaurant,"Pdg Madness (1), BCT (1)",CORD,28000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00119.png,UNKNOWN,,"17,000",restaurant,,CORD,17000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00120.png,UNKNOWN,,"34,000",restaurant,"SAM DA S00 MINERAL WATER (1), TWIST DONUT (2)",CORD,34000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00121.png,UNKNOWN,,"22,000",restaurant,"1001-Choco Bun (x1), 6001-Plastic Bag Small (x1)",CORD,22000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00122.png,UNKNOWN,,"24,800",restaurant,"Common Law (1), Tigger Roll (1)",CORD,24800.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00123.png,UNKNOWN,,"32,000",restaurant,,CORD,32000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00124.png,UNKNOWN,,"1,092,542",restaurant,"UDG GR TLUR ASIN (1), SAPO TH SEAFOOD (1), CUMI GR JUNJAN (1), BIHUN GORENG JJ (1), OYONG 3 TELOR (1), GURAME FILLET M (1), CHINESE TE (2), CRYSANTNUM (2), NASI PUTIH (8), HOT TEA (3), ICED TEA (3)",CORD,1092542.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00125.png,UNKNOWN,,"17,000",restaurant,,CORD,17000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00126.png,UNKNOWN,,53.200,restaurant,,CORD,53200.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00127.png,UNKNOWN,,"20,000",restaurant,,CORD,20000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00128.png,UNKNOWN,,"33,000",restaurant,,CORD,33000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00129.png,UNKNOWN,,Rp 116000.00,restaurant,,CORD,11600000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00130.png,UNKNOWN,,"13,000",restaurant,,CORD,13000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00131.png,UNKNOWN,,22.000,restaurant,"1001-Choco Bun (x1), 6001-Plastic Bag Small (x1)",CORD,22000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00132.png,UNKNOWN,,"117,999.00",restaurant,"ZAI.Milk Choco Egg Avenger60gr (1), ZAI.Milk Choco Egg Frozen 60gr (1)",CORD,11799900.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00133.png,UNKNOWN,,"43,000",restaurant,"TWIST STRAWBERRY DONUT (1), TLJ CROQUETTE (1), POTATO PEPPER BAGEL (1)",CORD,43000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00134.png,UNKNOWN,,54.000,restaurant,"Viet Milk Coffee (1), Viet Milk Coffee (1)",CORD,54000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00135.png,UNKNOWN,,"55,800 55,834",restaurant,"IKAN GABUS FRESH (0.264X), IKAN BUMBU KUNING (0.308X), OCTOPUS SATAY (1X)",CORD,55834.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00136.png,UNKNOWN,,"66,000",restaurant,,CORD,66000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00137.png,UNKNOWN,,"88,000.00",restaurant,"FA-Cookies Mix 200 gr (1), FA-Polycello Bag 200 gr (1)",CORD,8800000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00138.png,UNKNOWN,,"422,730",restaurant,"BACON SHIMEJI SPAGHE (1.00), CHICKEN KATSUDON (1.00), WELL TORI KARAAGE MU (1.00.), WELL CHICKEN KATSU C (1.00), CLASSIC TOMATO (1.00), RENDANG OMURICE (1.00), #F11 CREAM HAMBURG 0 (1.00)",CORD,422730.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00139.png,UNKNOWN,,"22,500",restaurant,,CORD,22500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00140.png,UNKNOWN,,"69,000",restaurant,"Seafood Tempura BBQ (1), Sweet Plum Potato* (1)",CORD,69000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00141.png,UNKNOWN,,"130.000,00",restaurant,,CORD,13000000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00142.png,UNKNOWN,,"55,500",restaurant,"Pillow Choco (1), Pillow Cheese (1), Pillow Kombi (1)",CORD,55500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00143.png,UNKNOWN,,41.800,restaurant,,CORD,41800.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00144.png,UNKNOWN,,"25,000",restaurant,"Rice Organik (1), 1pc Chicken OR (1)",CORD,25000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00145.png,UNKNOWN,,28.000,restaurant,,CORD,28000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00146.png,UNKNOWN,,"564,425",restaurant,"YANG YUM GUI (1), SOONDUBU CHIGE (1), JAP CHAE (1), MAKOLI (1), GOCHUJANG (1), BIBIMBAB",CORD,564425.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00147.png,UNKNOWN,,"17,001",restaurant,,CORD,17001.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00148.png,UNKNOWN,,30.000,restaurant,,CORD,30000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00149.png,UNKNOWN,,"53,020",restaurant,"#PKTPOLSBTSPON2S (1X), BENECOL LYCHEE 2S (1X), REGAL MARIE 125 GR (1X), 7 UP CAN 330 ML (1X), SAKATONIK LVR 10S (1X), DUA BELIBIS SBL135 (1X), DAUN SEREH (0,292X)",CORD,53020.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00150.png,UNKNOWN,,"22,000",restaurant,,CORD,22000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00151.png,UNKNOWN,,22.000,restaurant,,CORD,22000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00152.png,UNKNOWN,,"975,000.00",restaurant,,CORD,97500000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00153.png,UNKNOWN,,"Rp 57,0000",restaurant,,CORD,570000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00154.png,UNKNOWN,,20.000,restaurant,,CORD,20000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00155.png,UNKNOWN,,"41,000",restaurant,,CORD,41000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00156.png,UNKNOWN,,"27,300",restaurant,"BOLU KUKUS PX (3X), PLASTIK SEDANG (1X)",CORD,27300.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00157.png,UNKNOWN,,"94,000",restaurant,"S-Matcha Macchiato (2X), S-Ovaltine Macchiat (2X)",CORD,94000.00,IDR,restaurant,
